日期,最低,最高,平均,同比,环比,阶段
2019-05-07,8750.0,8800.0,8775.0,-4.62%,-0.28%,下跌期
2019-05-08,8700.0,8800.0,8750.0,-4.89%,-0.28%,下跌期
2019-05-09,8600.0,8700.0,8650.0,-5.98%,-1.14%,下跌期
2019-05-10,8600.0,8700.0,8650.0,-6.23%,0.00%,下跌期
2019-05-13,8500.0,8600.0,8550.0,-7.32%,-1.16%,下跌期
2019-05-14,8400.0,8500.0,8450.0,-8.65%,-1.17%,下跌期
2019-05-15,8350.0,8450.0,8400.0,-9.19%,-0.59%,下跌期
2019-05-16,8350.0,8450.0,8400.0,-8.70%,0.00%,下跌期
2019-05-17,8350.0,8450.0,8400.0,-8.70%,0.00%,下跌期
2019-05-20,8450.0,8550.0,8500.0,-7.61%,1.19%,下跌期
2019-05-21,8500.0,8650.0,8575.0,-7.55%,0.88%,下跌期
2019-05-22,8550.0,8700.0,8625.0,-7.01%,0.58%,下跌期
2019-05-23,8500.0,8650.0,8575.0,-7.55%,-0.58%,下跌期
2019-05-24,8400.0,8550.0,8475.0,-8.63%,-1.17%,下跌期
2019-05-27,8400.0,8550.0,8475.0,-8.63%,0.00%,下跌期
2019-05-28,8400.0,8550.0,8475.0,-8.63%,0.00%,平稳期
2019-05-29,8400.0,8550.0,8475.0,-8.63%,0.00%,平稳期
2019-05-30,8500.0,8600.0,8550.0,-7.82%,0.88%,平稳期
2019-05-31,8400.0,8500.0,8450.0,-8.89%,-1.17%,平稳期
2019-06-03,8300.0,8450.0,8375.0,-8.97%,-0.89%,平稳期
2019-06-04,8200.0,8250.0,8225.0,-10.98%,-1.79%,平稳期
2019-06-05,8250.0,8350.0,8300.0,-10.03%,0.91%,平稳期
2019-06-06,8150.0,8250.0,8200.0,-11.59%,-1.20%,平稳期
2019-06-10,8250.0,8350.0,8300.0,-10.27%,1.22%,平稳期
2019-06-11,8250.0,8350.0,8300.0,-10.27%,0.00%,平稳期
2019-06-12,8250.0,8350.0,8300.0,-11.23%,0.00%,平稳期
2019-06-13,8250.0,8350.0,8300.0,-10.99%,0.00%,下跌期
2019-06-14,8300.0,8400.0,8350.0,-10.46%,0.60%,平稳期
2019-06-17,8300.0,8400.0,8350.0,-9.49%,0.00%,平稳期
2019-06-18,8250.0,8350.0,8300.0,-10.03%,-0.60%,平稳期
2019-06-19,8350.0,8400.0,8375.0,-8.82%,0.90%,平稳期
2019-06-20,8400.0,8500.0,8450.0,-7.65%,0.90%,平稳期
2019-06-21,8450.0,8550.0,8500.0,-6.85%,0.59%,平稳期
2019-06-24,8500.0,8600.0,8550.0,-5.79%,0.59%,平稳期
2019-06-25,8550.0,8600.0,8575.0,-4.88%,0.29%,平稳期
2019-06-26,8500.0,8600.0,8550.0,-5.42%,-0.29%,平稳期
2019-06-27,8550.0,8600.0,8575.0,-5.51%,0.29%,平稳期
2019-06-28,8500.0,8600.0,8550.0,-6.04%,-0.29%,平稳期
2019-07-01,8700.0,8800.0,8750.0,-4.48%,2.34%,平稳期
2019-07-02,8600.0,8650.0,8625.0,-6.50%,-1.43%,平稳期
2019-07-03,8850.0,8900.0,8875.0,-3.90%,2.90%,平稳期
2019-07-04,8800.0,8850.0,8825.0,-4.44%,-0.56%,平稳期
2019-07-05,8700.0,8750.0,8725.0,-5.37%,-1.13%,平稳期
2019-07-08,8800.0,8900.0,8850.0,-2.91%,1.43%,平稳期
2019-07-09,8800.0,8900.0,8850.0,-3.44%,0.00%,平稳期
2019-07-10,8800.0,8900.0,8850.0,-4.07%,0.00%,平稳期
2019-07-11,8800.0,8850.0,8825.0,-4.49%,-0.28%,平稳期
2019-07-12,8750.0,8800.0,8775.0,-5.14%,-0.57%,平稳期
2019-07-15,8750.0,8800.0,8775.0,-5.39%,0.00%,下跌期
2019-07-16,8750.0,8800.0,8775.0,-6.05%,0.00%,下跌期
2019-07-17,8700.0,8750.0,8725.0,-6.28%,-0.57%,下跌期
2019-07-18,8700.0,8750.0,8725.0,-6.28%,0.00%,下跌期
2019-07-19,8650.0,8750.0,8700.0,-6.80%,-0.29%,下跌期
2019-07-22,8650.0,8750.0,8700.0,-6.80%,0.00%,下跌期
2019-07-23,8700.0,8800.0,8750.0,-6.57%,0.57%,下跌期
2019-07-24,8650.0,8750.0,8700.0,-7.94%,-0.57%,下跌期
2019-07-25,8650.0,8750.0,8700.0,-8.42%,0.00%,下跌期
2019-07-26,8700.0,8800.0,8750.0,-7.41%,0.57%,下跌期
2019-07-29,8700.0,8750.0,8725.0,-7.67%,-0.29%,下跌期
2019-07-30,8750.0,8850.0,8800.0,-8.09%,0.86%,下跌期
2019-07-31,8700.0,8800.0,8750.0,-8.62%,-0.57%,下跌期
2019-08-01,8700.0,8800.0,8750.0,-8.85%,0.00%,下跌期
2019-08-02,8650.0,8750.0,8700.0,-9.61%,-0.57%,下跌期
2019-08-05,8550.0,8700.0,8625.0,-12.44%,-0.86%,下跌期
2019-08-06,8550.0,8700.0,8625.0,-13.75%,0.00%,下跌期
2019-08-07,8600.0,8700.0,8650.0,-14.57%,0.29%,平稳期
2019-08-08,8600.0,8700.0,8650.0,-14.57%,0.00%,平稳期
2019-08-09,8600.0,8700.0,8650.0,-14.36%,0.00%,平稳期
2019-08-12,8600.0,8700.0,8650.0,-14.36%,0.00%,平稳期
2019-08-13,8600.0,8700.0,8650.0,-13.84%,0.00%,平稳期
2019-08-14,8650.0,8800.0,8725.0,-14.04%,0.87%,平稳期
2019-08-15,8600.0,8750.0,8675.0,-14.45%,-0.57%,平稳期
2019-08-16,8600.0,8750.0,8675.0,-13.98%,0.00%,平稳期
2019-08-19,8600.0,8750.0,8675.0,-13.47%,0.00%,平稳期
2019-08-20,8650.0,8750.0,8700.0,-12.78%,0.29%,平稳期
2019-08-21,8650.0,8750.0,8700.0,-12.78%,0.00%,平稳期
2019-08-22,8600.0,8700.0,8650.0,-13.72%,-0.57%,平稳期
2019-08-23,8550.0,8650.0,8600.0,-14.00%,-0.58%,平稳期
2019-08-26,8500.0,8600.0,8550.0,-13.20%,-0.58%,平稳期
2019-08-27,8500.0,8600.0,8550.0,-12.98%,0.00%,下跌期
2019-08-28,8500.0,8600.0,8550.0,-13.20%,0.00%,下跌期
2019-08-29,8500.0,8600.0,8550.0,-13.42%,0.00%,平稳期
2019-08-30,8450.0,8550.0,8500.0,-13.49%,-0.58%,平稳期
2019-09-02,8450.0,8550.0,8500.0,-13.62%,0.00%,平稳期
2019-09-03,8480.0,8600.0,8540.0,-13.21%,0.47%,平稳期
2019-09-04,8540.0,8600.0,8570.0,-12.77%,0.35%,平稳期
2019-09-05,8630.0,8750.0,8690.0,-11.55%,1.40%,平稳期
2019-09-06,8630.0,8750.0,8690.0,-11.55%,0.00%,平稳期
2019-09-09,8600.0,8700.0,8650.0,-12.71%,-0.46%,平稳期
2019-09-10,8630.0,8700.0,8665.0,-13.35%,0.17%,平稳期
2019-09-11,8630.0,8700.0,8665.0,-13.35%,0.00%,平稳期
2019-09-12,8630.0,8700.0,8665.0,-12.91%,0.00%,平稳期
2019-09-16,8700.0,8850.0,8775.0,-12.25%,1.27%,平稳期
2019-09-17,8900.0,9050.0,8975.0,-11.88%,2.28%,平稳期
2019-09-18,8850.0,8950.0,8900.0,-13.17%,-0.84%,平稳期
2019-09-19,8850.0,8950.0,8900.0,-14.01%,0.00%,平稳期
2019-09-20,8800.0,8900.0,8850.0,-16.11%,-0.56%,下跌期
2019-09-23,8800.0,8900.0,8850.0,-15.51%,0.00%,下跌期
2019-09-24,8800.0,8900.0,8850.0,-15.51%,0.00%,下跌期
2019-09-25,8800.0,8900.0,8850.0,-15.71%,0.00%,下跌期
2019-09-26,8800.0,8900.0,8850.0,-15.71%,0.00%,下跌期
2019-09-27,8750.0,8850.0,8800.0,-16.39%,-0.56%,下跌期
2019-09-29,8750.0,8850.0,8800.0,-16.98%,0.00%,下跌期
2019-09-30,8750.0,8850.0,8800.0,-17.18%,0.00%,下跌期
2019-10-08,8650.0,8750.0,8700.0,-19.63%,-1.14%,下跌期
2019-10-09,8700.0,8800.0,8750.0,-20.63%,0.57%,下跌期
2019-10-10,8700.0,8850.0,8775.0,-20.77%,0.29%,下跌期
2019-10-11,8700.0,8850.0,8775.0,-20.77%,0.00%,下跌期
2019-10-12,8700.0,8850.0,8775.0,-20.77%,0.00%,下跌期
2019-10-14,8700.0,8850.0,8775.0,-20.77%,0.00%,下跌期
2019-10-15,8700.0,8850.0,8775.0,-20.59%,0.00%,下跌期
2019-10-16,8700.0,8850.0,8775.0,-20.23%,0.00%,下跌期
2019-10-17,8650.0,8850.0,8750.0,-20.45%,-0.28%,下跌期
2019-10-18,8650.0,8800.0,8725.0,-20.50%,-0.29%,下跌期
2019-10-21,8650.0,8800.0,8725.0,-20.32%,0.00%,下跌期
2019-10-22,8630.0,8750.0,8690.0,-20.28%,-0.40%,下跌期
2019-10-23,8630.0,8750.0,8690.0,-19.91%,0.00%,下跌期
2019-10-24,8630.0,8750.0,8690.0,-19.16%,0.00%,下跌期
2019-10-25,8630.0,8750.0,8690.0,-18.59%,0.00%,下跌期
2019-10-28,8600.0,8750.0,8675.0,-18.54%,-0.17%,下跌期
2019-10-29,8530.0,8700.0,8615.0,-18.34%,-0.69%,下跌期
2019-10-30,8450.0,8700.0,8575.0,-18.14%,-0.46%,下跌期
2019-10-31,8450.0,8700.0,8575.0,-17.55%,0.00%,下跌期
2019-11-01,8400.0,8600.0,8500.0,-18.47%,-0.87%,下跌期
2019-11-04,8450.0,8650.0,8550.0,-17.79%,0.59%,下跌期
2019-11-05,8450.0,8650.0,8550.0,-17.99%,0.00%,下跌期
2019-11-06,8450.0,8650.0,8550.0,-17.99%,0.00%,下跌期
2019-11-07,8450.0,8650.0,8550.0,-17.79%,0.00%,下跌期
2019-11-08,8450.0,8650.0,8550.0,-17.99%,0.00%,下跌期
2019-11-11,8400.0,8550.0,8475.0,-18.12%,-0.88%,下跌期
2019-11-12,8400.0,8550.0,8475.0,-17.92%,0.00%,下跌期
2019-11-13,8400.0,8550.0,8475.0,-16.91%,0.00%,下跌期
2019-11-14,8400.0,8450.0,8425.0,-15.75%,-0.59%,下跌期
2019-11-15,8350.0,8450.0,8400.0,-16.00%,-0.30%,下跌期
2019-11-18,8300.0,8450.0,8375.0,-15.83%,-0.30%,下跌期
2019-11-19,8300.0,8450.0,8375.0,-15.62%,0.00%,下跌期
2019-11-20,8300.0,8450.0,8375.0,-15.19%,0.00%,下跌期
2019-11-21,8250.0,8450.0,8350.0,-11.87%,-0.30%,下跌期
2019-11-22,8250.0,8450.0,8350.0,-11.64%,0.00%,下跌期
2019-11-25,8250.0,8400.0,8325.0,-10.24%,-0.30%,下跌期
2019-11-26,8270.0,8450.0,8360.0,-6.07%,0.42%,下跌期
2019-11-27,8250.0,8400.0,8325.0,-6.20%,-0.42%,下跌期
2019-11-28,8250.0,8400.0,8325.0,-6.72%,0.00%,下跌期
2019-11-29,8250.0,8400.0,8325.0,-7.76%,0.00%,下跌期
2019-12-02,8200.0,8400.0,8300.0,-8.03%,-0.30%,下跌期
2019-12-03,8200.0,8400.0,8300.0,-8.79%,0.00%,下跌期
2019-12-04,8200.0,8350.0,8275.0,-11.97%,-0.30%,下跌期
2019-12-05,8200.0,8300.0,8250.0,-13.61%,-0.30%,下跌期
2019-12-06,8100.0,8300.0,8200.0,-15.25%,-0.61%,下跌期
2019-12-09,8050.0,8200.0,8125.0,-15.14%,-0.91%,下跌期
2019-12-10,8000.0,8150.0,8075.0,-15.22%,-0.62%,下跌期
2019-12-11,7900.0,8050.0,7975.0,-14.93%,-1.24%,下跌期
2019-12-12,7900.0,8000.0,7950.0,-13.59%,-0.31%,下跌期
2019-12-13,7850.0,8000.0,7925.0,-13.39%,-0.31%,下跌期
2019-12-16,7850.0,8000.0,7925.0,-13.39%,0.00%,下跌期
2019-12-17,7850.0,8000.0,7925.0,-14.56%,0.00%,下跌期
2019-12-18,7800.0,7950.0,7875.0,-15.09%,-0.63%,下跌期
2019-12-19,7750.0,7900.0,7825.0,-15.63%,-0.63%,下跌期
2019-12-20,7750.0,7800.0,7775.0,-16.17%,-0.64%,下跌期
2019-12-23,7700.0,7800.0,7750.0,-15.53%,-0.32%,下跌期
2019-12-24,7650.0,7800.0,7725.0,-14.88%,-0.32%,下跌期
2019-12-25,7650.0,7750.0,7700.0,-14.68%,-0.32%,下跌期
2019-12-26,7600.0,7720.0,7660.0,-15.12%,-0.52%,下跌期
2019-12-27,7600.0,7720.0,7660.0,-15.36%,0.00%,下跌期
2019-12-30,7600.0,7750.0,7675.0,-16.12%,0.20%,下跌期
2019-12-31,7600.0,7750.0,7675.0,-16.12%,0.00%,下跌期
2020-01-02,7550.0,7700.0,7625.0,-16.44%,-0.65%,下跌期
2020-01-03,7550.0,7650.0,7600.0,-16.48%,-0.33%,下跌期
2020-01-06,7550.0,7650.0,7600.0,-16.02%,0.00%,下跌期
2020-01-07,7500.0,7600.0,7550.0,-17.93%,-0.66%,下跌期
2020-01-08,7500.0,7600.0,7550.0,-17.93%,0.00%,下跌期
2020-01-09,7500.0,7600.0,7550.0,-18.38%,0.00%,下跌期
2020-01-10,7500.0,7600.0,7550.0,-18.38%,0.00%,下跌期
2020-01-13,7500.0,7600.0,7550.0,-18.38%,0.00%,平稳期
2020-01-14,7500.0,7650.0,7575.0,-18.11%,0.33%,平稳期
2020-01-15,7500.0,7650.0,7575.0,-17.66%,0.00%,平稳期
2020-01-16,7450.0,7600.0,7525.0,-18.21%,-0.66%,平稳期
2020-01-17,7450.0,7550.0,7500.0,-18.48%,-0.33%,平稳期
2020-01-19,7450.0,7550.0,7500.0,-18.48%,0.00%,平稳期
2020-01-20,7400.0,7550.0,7475.0,-18.75%,-0.33%,平稳期
2020-01-21,7400.0,7550.0,7475.0,-18.75%,0.00%,平稳期
2020-01-22,7400.0,7550.0,7475.0,-18.75%,0.00%,平稳期
2020-01-23,7350.0,7450.0,7400.0,-19.13%,-1.00%,平稳期
2020-02-03,6900.0,7100.0,7000.0,-22.01%,-5.41%,平稳期
2020-02-04,6850.0,6950.0,6900.0,-23.12%,-1.43%,下跌期
2020-02-05,6850.0,6950.0,6900.0,-23.12%,0.00%,下跌期
2020-02-06,6850.0,6900.0,6875.0,-23.40%,-0.36%,下跌期
2020-02-07,6750.0,6950.0,6850.0,-23.68%,-0.36%,下跌期
2020-02-10,6750.0,6950.0,6850.0,-23.68%,0.00%,下跌期
2020-02-11,6750.0,6950.0,6850.0,-23.89%,0.00%,下跌期
2020-02-12,6700.0,6900.0,6800.0,-23.51%,-0.73%,下跌期
2020-02-13,6700.0,6850.0,6775.0,-23.01%,-0.37%,下跌期
2020-02-14,6650.0,6850.0,6750.0,-22.86%,-0.37%,下跌期
2020-02-17,6650.0,6850.0,6750.0,-22.86%,0.00%,下跌期
2020-02-18,6750.0,6900.0,6825.0,-21.55%,1.11%,下跌期
2020-02-19,6800.0,6950.0,6875.0,-20.98%,0.73%,下跌期
2020-02-20,6900.0,7050.0,6975.0,-21.19%,1.45%,下跌期
2020-02-21,6980.0,7150.0,7065.0,-20.62%,1.29%,下跌期
2020-02-24,6900.0,7100.0,7000.0,-21.17%,-0.92%,下跌期
2020-02-25,6900.0,7050.0,6975.0,-20.51%,-0.36%,下跌期
2020-02-26,6900.0,7050.0,6975.0,-20.33%,0.00%,下跌期
2020-02-27,6850.0,7050.0,6950.0,-20.48%,-0.36%,下跌期
2020-02-28,6750.0,7050.0,6900.0,-20.46%,-0.72%,下跌期
2020-03-02,6800.0,7050.0,6925.0,-20.17%,0.36%,下跌期
2020-03-03,6950.0,7100.0,7025.0,-19.02%,1.44%,下跌期
2020-03-04,6950.0,7100.0,7025.0,-20.62%,0.00%,下跌期
2020-03-05,7000.0,7150.0,7075.0,-20.86%,0.71%,下跌期
2020-03-06,7000.0,7150.0,7075.0,-20.95%,0.00%,下跌期
2020-03-09,6800.0,7000.0,6900.0,-21.81%,-2.47%,下跌期
2020-03-10,6850.0,7050.0,6950.0,-21.25%,0.72%,下跌期
2020-03-11,6900.0,7100.0,7000.0,-20.45%,0.72%,下跌期
2020-03-12,6800.0,7000.0,6900.0,-22.17%,-1.43%,下跌期
2020-03-13,6750.0,6950.0,6850.0,-22.82%,-0.72%,下跌期
2020-03-16,6720.0,6950.0,6835.0,-22.55%,-0.22%,下跌期
2020-03-17,6630.0,6850.0,6740.0,-23.63%,-1.39%,下跌期
2020-03-18,6680.0,6900.0,6790.0,-21.95%,0.74%,下跌期
2020-03-19,6450.0,6800.0,6625.0,-23.85%,-2.43%,下跌期
2020-03-20,6580.0,6750.0,6665.0,-23.39%,0.60%,下跌期
2020-03-23,6400.0,6750.0,6575.0,-25.28%,-1.35%,下跌期
2020-03-24,6400.0,6750.0,6575.0,-25.28%,0.00%,平稳期
2020-03-25,6400.0,6700.0,6550.0,-25.78%,-0.38%,平稳期
2020-03-26,6300.0,6600.0,6450.0,-26.91%,-1.53%,平稳期
2020-03-27,6000.0,6400.0,6200.0,-29.75%,-3.88%,平稳期
2020-03-30,5900.0,6200.0,6050.0,-31.25%,-2.42%,平稳期
2020-03-31,6000.0,6300.0,6150.0,-30.11%,1.65%,平稳期
2020-04-01,6000.0,6400.0,6200.0,-29.75%,0.81%,平稳期
2020-04-02,6100.0,6400.0,6250.0,-29.30%,0.81%,平稳期
2020-04-03,6300.0,6500.0,6400.0,-28.09%,2.40%,平稳期
2020-04-07,6800.0,6900.0,6850.0,-23.03%,7.03%,平稳期
2020-04-08,6950.0,7300.0,7125.0,-21.27%,4.01%,上涨期
2020-04-09,7050.0,7400.0,7225.0,-19.72%,1.40%,上涨期
2020-04-10,7350.0,7600.0,7475.0,-16.71%,3.46%,上涨期
2020-04-13,9000.0,9400.0,9200.0,2.51%,23.08%,上涨期
2020-04-14,8500.0,9000.0,8750.0,-2.51%,-4.89%,上涨期
2020-04-15,7900.0,8200.0,8050.0,-10.31%,-8.00%,上涨期
2020-04-16,7300.0,7600.0,7450.0,-16.99%,-7.45%,上涨期
2020-04-17,7400.0,7700.0,7550.0,-15.88%,1.34%,上涨期
2020-04-20,7250.0,7600.0,7425.0,-16.10%,-1.66%,上涨期
2020-04-21,7100.0,7400.0,7250.0,-18.08%,-2.36%,上涨期
2020-04-22,6800.0,7100.0,6950.0,-21.47%,-4.14%,上涨期
2020-04-23,7000.0,7300.0,7150.0,-19.21%,2.88%,上涨期
2020-04-24,7150.0,7400.0,7275.0,-17.80%,1.75%,上涨期
2020-04-26,7300.0,7550.0,7425.0,-15.63%,2.06%,上涨期
2020-04-27,7400.0,7650.0,7525.0,-14.49%,1.35%,上涨期
2020-04-28,7400.0,7650.0,7525.0,-14.49%,0.00%,上涨期
2020-04-29,7400.0,7650.0,7525.0,-14.49%,0.00%,上涨期
2020-04-30,7400.0,7650.0,7525.0,-14.49%,0.00%,上涨期
2020-05-06,7550.0,7750.0,7650.0,-13.07%,1.66%,上涨期
2020-05-07,7600.0,7850.0,7725.0,-11.97%,0.98%,上涨期
2020-05-08,7600.0,7750.0,7675.0,-12.29%,-0.65%,上涨期
2020-05-09,7550.0,7700.0,7625.0,-11.85%,-0.65%,上涨期
2020-05-11,7450.0,7600.0,7525.0,-13.01%,-1.31%,上涨期
2020-05-12,7300.0,7450.0,7375.0,-14.74%,-1.99%,上涨期
2020-05-13,7250.0,7400.0,7325.0,-14.33%,-0.68%,上涨期
2020-05-14,7250.0,7400.0,7325.0,-13.31%,0.00%,上涨期
2020-05-15,7250.0,7400.0,7325.0,-12.80%,0.00%,上涨期
2020-05-18,7350.0,7450.0,7400.0,-11.90%,1.02%,上涨期
2020-05-19,7500.0,7650.0,7575.0,-9.82%,2.36%,上涨期
2020-05-20,7450.0,7700.0,7575.0,-10.88%,0.00%,上涨期
2020-05-21,7600.0,7750.0,7675.0,-10.50%,1.32%,上涨期
2020-05-22,7500.0,7650.0,7575.0,-12.17%,-1.30%,上涨期
2020-05-25,7500.0,7650.0,7575.0,-10.62%,0.00%,上涨期
2020-05-26,7500.0,7650.0,7575.0,-10.62%,0.00%,上涨期
2020-05-27,7450.0,7600.0,7525.0,-11.21%,-0.66%,上涨期
2020-05-28,7450.0,7600.0,7525.0,-11.21%,0.00%,上涨期
2020-05-29,7500.0,7700.0,7600.0,-10.32%,1.00%,上涨期
2020-06-01,7650.0,7850.0,7750.0,-8.28%,1.97%,上涨期
2020-06-02,7750.0,7950.0,7850.0,-7.10%,1.29%,上涨期
2020-06-03,7750.0,7900.0,7825.0,-6.57%,-0.32%,上涨期
2020-06-04,7750.0,7900.0,7825.0,-4.86%,0.00%,上涨期
2020-06-05,7650.0,7850.0,7750.0,-6.63%,-0.96%,上涨期
2020-06-08,7650.0,7850.0,7750.0,-5.49%,0.00%,上涨期
2020-06-09,7650.0,7850.0,7750.0,-5.49%,0.00%,上涨期
2020-06-10,7700.0,7900.0,7800.0,-6.02%,0.65%,上涨期
2020-06-11,7650.0,7850.0,7750.0,-6.63%,-0.64%,上涨期
2020-06-12,7600.0,7800.0,7700.0,-7.23%,-0.65%,上涨期
2020-06-15,7650.0,7850.0,7750.0,-7.19%,0.65%,上涨期
2020-06-16,7700.0,7850.0,7775.0,-6.89%,0.32%,上涨期
2020-06-17,7700.0,7850.0,7775.0,-6.89%,0.00%,上涨期
2020-06-18,7750.0,7950.0,7850.0,-5.42%,0.96%,上涨期
2020-06-19,7750.0,7900.0,7825.0,-6.57%,-0.32%,上涨期
2020-06-22,7700.0,7900.0,7800.0,-8.24%,-0.32%,上涨期
2020-06-23,7700.0,7900.0,7800.0,-8.24%,0.00%,上涨期
2020-06-24,7700.0,7900.0,7800.0,-8.77%,0.00%,上涨期
2020-06-28,7700.0,7900.0,7800.0,-8.77%,0.00%,上涨期
2020-06-29,7650.0,7850.0,7750.0,-9.36%,-0.64%,上涨期
2020-06-30,7650.0,7850.0,7750.0,-9.36%,0.00%,上涨期
2020-07-01,7650.0,7850.0,7750.0,-11.43%,0.00%,上涨期
2020-07-02,7650.0,7850.0,7750.0,-10.14%,0.00%,上涨期
2020-07-03,7750.0,7900.0,7825.0,-11.83%,0.97%,上涨期
2020-07-06,7850.0,7950.0,7900.0,-9.46%,0.96%,上涨期
2020-07-07,7900.0,7950.0,7925.0,-9.17%,0.32%,上涨期
2020-07-08,7900.0,8050.0,7975.0,-9.89%,0.63%,上涨期
2020-07-09,7850.0,8000.0,7925.0,-10.45%,-0.63%,平稳期
2020-07-10,7800.0,7950.0,7875.0,-11.02%,-0.63%,平稳期
2020-07-13,7800.0,7950.0,7875.0,-10.26%,0.00%,平稳期
2020-07-14,7780.0,7900.0,7840.0,-10.66%,-0.44%,平稳期
2020-07-15,7750.0,7900.0,7825.0,-10.83%,-0.19%,平稳期
2020-07-16,7650.0,7830.0,7740.0,-11.79%,-1.09%,平稳期
2020-07-17,7650.0,7830.0,7740.0,-11.29%,0.00%,平稳期
2020-07-20,7650.0,7830.0,7740.0,-11.03%,0.00%,平稳期
2020-07-21,7700.0,7850.0,7775.0,-10.63%,0.45%,平稳期
2020-07-22,7700.0,7850.0,7775.0,-10.63%,0.00%,平稳期
2020-07-23,7650.0,7800.0,7725.0,-11.71%,-0.64%,平稳期
2020-07-24,7600.0,7800.0,7700.0,-11.49%,-0.32%,上涨期
2020-07-27,7600.0,7800.0,7700.0,-12.00%,0.00%,上涨期
2020-07-28,7700.0,7880.0,7790.0,-10.97%,1.17%,上涨期
2020-07-29,7720.0,7880.0,7800.0,-10.60%,0.13%,上涨期
2020-07-30,7720.0,7900.0,7810.0,-11.25%,0.13%,上涨期
2020-07-31,7650.0,7850.0,7750.0,-11.43%,-0.77%,上涨期
2020-08-03,7650.0,7850.0,7750.0,-10.92%,0.00%,上涨期
2020-08-04,7750.0,7950.0,7850.0,-9.77%,1.29%,上涨期
2020-08-05,7750.0,7970.0,7860.0,-8.87%,0.13%,上涨期
2020-08-06,7750.0,7950.0,7850.0,-8.99%,-0.13%,上涨期
2020-08-07,7700.0,7900.0,7800.0,-9.83%,-0.64%,上涨期
2020-08-10,7700.0,7900.0,7800.0,-9.83%,0.00%,上涨期
2020-08-11,7700.0,7900.0,7800.0,-9.83%,0.00%,上涨期
2020-08-12,7680.0,7850.0,7765.0,-10.23%,-0.45%,上涨期
2020-08-13,7650.0,7830.0,7740.0,-10.52%,-0.32%,上涨期
2020-08-14,7650.0,7850.0,7750.0,-11.17%,0.13%,上涨期
2020-08-17,7650.0,7850.0,7750.0,-10.66%,0.00%,上涨期
2020-08-18,7700.0,7900.0,7800.0,-10.09%,0.65%,上涨期
2020-08-19,7700.0,7900.0,7800.0,-10.09%,0.00%,上涨期
2020-08-20,7700.0,7900.0,7800.0,-10.34%,0.00%,上涨期
2020-08-21,7620.0,7930.0,7775.0,-10.63%,-0.32%,上涨期
2020-08-24,7680.0,7950.0,7815.0,-9.13%,0.51%,上涨期
2020-08-25,7750.0,7950.0,7850.0,-8.72%,0.45%,上涨期
2020-08-26,7800.0,8000.0,7900.0,-7.60%,0.64%,上涨期
2020-08-27,7840.0,8050.0,7945.0,-7.08%,0.57%,上涨期
2020-08-28,7840.0,8100.0,7970.0,-6.78%,0.31%,上涨期
2020-08-31,8050.0,8300.0,8175.0,-3.82%,2.57%,上涨期
2020-09-01,8100.0,8300.0,8200.0,-3.53%,0.31%,上涨期
2020-09-02,8150.0,8400.0,8275.0,-2.65%,0.91%,上涨期
2020-09-03,8230.0,8450.0,8340.0,-2.34%,0.79%,上涨期
2020-09-04,8150.0,8400.0,8275.0,-3.44%,-0.78%,上涨期
2020-09-07,8150.0,8350.0,8250.0,-5.06%,-0.30%,上涨期
2020-09-08,8050.0,8300.0,8175.0,-5.93%,-0.91%,上涨期
2020-09-09,7950.0,8250.0,8100.0,-6.36%,-0.92%,上涨期
2020-09-10,7950.0,8250.0,8100.0,-6.52%,0.00%,上涨期
2020-09-11,7950.0,8200.0,8075.0,-6.81%,-0.31%,上涨期
2020-09-14,7950.0,8200.0,8075.0,-6.81%,0.00%,上涨期
2020-09-15,7930.0,8200.0,8065.0,-6.92%,-0.12%,上涨期
2020-09-16,7930.0,8200.0,8065.0,-8.09%,0.00%,上涨期
2020-09-17,7950.0,8200.0,8075.0,-10.03%,0.12%,上涨期
2020-09-18,7950.0,8220.0,8085.0,-9.16%,0.12%,上涨期
2020-09-21,8000.0,8250.0,8125.0,-8.19%,0.49%,上涨期
2020-09-22,7970.0,8250.0,8110.0,-8.36%,-0.18%,上涨期
2020-09-23,7880.0,8150.0,8015.0,-9.44%,-1.17%,上涨期
2020-09-24,7900.0,8150.0,8025.0,-9.32%,0.12%,上涨期
2020-09-25,8000.0,8200.0,8100.0,-8.47%,0.93%,上涨期
2020-09-27,8000.0,8200.0,8100.0,-7.95%,0.00%,上涨期
2020-09-28,8050.0,8250.0,8150.0,-7.39%,0.62%,上涨期
2020-09-29,8050.0,8200.0,8125.0,-7.67%,-0.31%,上涨期
2020-09-30,7980.0,8100.0,8040.0,-8.64%,-1.05%,上涨期
2020-10-09,8030.0,8180.0,8105.0,-7.37%,0.81%,上涨期
2020-10-10,8080.0,8250.0,8165.0,-6.95%,0.74%,上涨期
2020-10-12,8130.0,8280.0,8205.0,-6.50%,0.49%,上涨期
2020-10-13,8150.0,8300.0,8225.0,-6.27%,0.24%,上涨期
2020-10-14,8180.0,8350.0,8265.0,-5.81%,0.49%,上涨期
2020-10-15,8150.0,8300.0,8225.0,-6.27%,-0.48%,上涨期
2020-10-16,8100.0,8280.0,8190.0,-6.67%,-0.43%,上涨期
2020-10-19,8030.0,8250.0,8140.0,-6.70%,-0.61%,上涨期
2020-10-20,8000.0,8250.0,8125.0,-6.88%,-0.18%,上涨期
2020-10-21,8000.0,8250.0,8125.0,-6.88%,0.00%,上涨期
