日期,最低,最高,平均,同比,环比,阶段
2017-11-08,9050.0,9150.0,9100.0,5.20%,0.55%,上涨期
2017-11-09,9150.0,9250.0,9200.0,5.14%,1.10%,上涨期
2017-11-10,9000.0,9100.0,9050.0,2.26%,-1.63%,上涨期
2017-11-13,9000.0,9100.0,9050.0,2.84%,0.00%,上涨期
2017-11-14,9000.0,9100.0,9050.0,2.84%,0.00%,上涨期
2017-11-15,8850.0,8950.0,8900.0,0.56%,-1.66%,上涨期
2017-11-16,8800.0,8900.0,8850.0,0.57%,-0.56%,上涨期
2017-11-17,8750.0,8850.0,8800.0,0.00%,-0.56%,上涨期
2017-11-20,8900.0,9000.0,8950.0,3.47%,1.70%,上涨期
2017-11-21,9050.0,9150.0,9100.0,4.60%,1.68%,上涨期
2017-11-22,9100.0,9200.0,9150.0,4.57%,0.55%,上涨期
2017-11-23,9100.0,9200.0,9150.0,5.17%,0.00%,上涨期
2017-11-24,9100.0,9200.0,9150.0,4.57%,0.00%,上涨期
2017-11-27,9100.0,9200.0,9150.0,5.17%,0.00%,上涨期
2017-11-28,8950.0,9050.0,9000.0,3.45%,-1.64%,上涨期
2017-11-29,8975.0,9075.0,9025.0,4.34%,0.28%,上涨期
2017-11-30,8950.0,9050.0,9000.0,4.65%,-0.28%,上涨期
2017-12-01,9050.0,9150.0,9100.0,6.43%,1.11%,平稳期
2017-12-04,9100.0,9200.0,9150.0,5.78%,0.55%,平稳期
2017-12-05,9150.0,9250.0,9200.0,5.75%,0.55%,平稳期
2017-12-06,9100.0,9200.0,9150.0,3.39%,-0.54%,平稳期
2017-12-07,9000.0,9100.0,9050.0,-1.09%,-1.09%,平稳期
2017-12-08,9050.0,9150.0,9100.0,-0.55%,0.55%,平稳期
2017-12-11,9100.0,9200.0,9150.0,-0.54%,0.55%,平稳期
2017-12-12,9100.0,9200.0,9150.0,-4.69%,0.00%,平稳期
2017-12-13,9050.0,9150.0,9100.0,-5.21%,-0.55%,平稳期
2017-12-14,9100.0,9200.0,9150.0,-5.18%,0.55%,平稳期
2017-12-15,9050.0,9150.0,9100.0,-6.67%,-0.55%,下跌期
2017-12-18,9050.0,9100.0,9075.0,-6.44%,-0.27%,下跌期
2017-12-19,9070.0,9200.0,9135.0,-4.84%,0.66%,平稳期
2017-12-20,9100.0,9250.0,9175.0,-3.42%,0.44%,平稳期
2017-12-21,9100.0,9250.0,9175.0,-2.39%,0.00%,平稳期
2017-12-22,9050.0,9200.0,9125.0,-2.93%,-0.54%,平稳期
2017-12-25,9100.0,9250.0,9175.0,-0.81%,0.55%,平稳期
2017-12-26,9100.0,9300.0,9200.0,1.10%,0.27%,平稳期
2017-12-27,9100.0,9250.0,9175.0,0.55%,-0.27%,平稳期
2017-12-28,9100.0,9200.0,9150.0,-2.14%,-0.27%,平稳期
2017-12-29,9150.0,9250.0,9200.0,0.00%,0.55%,平稳期
2018-01-02,9300.0,9400.0,9350.0,2.75%,1.63%,平稳期
2018-01-03,9300.0,9400.0,9350.0,3.31%,0.00%,平稳期
2018-01-04,9300.0,9400.0,9350.0,5.65%,0.00%,平稳期
2018-01-05,9300.0,9400.0,9350.0,6.25%,0.00%,平稳期
2018-01-08,9350.0,9400.0,9375.0,5.93%,0.27%,平稳期
2018-01-09,9350.0,9500.0,9425.0,7.71%,0.53%,平稳期
2018-01-10,9400.0,9550.0,9475.0,7.67%,0.53%,平稳期
2018-01-11,9450.0,9600.0,9525.0,8.24%,0.53%,平稳期
2018-01-12,9450.0,9650.0,9550.0,8.52%,0.26%,平稳期
2018-01-15,9500.0,9700.0,9600.0,8.47%,0.52%,平稳期
2018-01-16,9400.0,9650.0,9525.0,5.25%,-0.78%,平稳期
2018-01-17,9350.0,9550.0,9450.0,3.85%,-0.79%,平稳期
2018-01-18,9350.0,9500.0,9425.0,4.14%,-0.26%,平稳期
2018-01-19,9350.0,9500.0,9425.0,4.14%,0.00%,平稳期
2018-01-22,9400.0,9550.0,9475.0,5.87%,0.53%,平稳期
2018-01-23,9400.0,9550.0,9475.0,5.28%,0.00%,平稳期
2018-01-24,9400.0,9550.0,9475.0,5.28%,0.00%,平稳期
2018-01-25,9450.0,9600.0,9525.0,5.83%,0.53%,平稳期
2018-01-26,9450.0,9550.0,9500.0,5.56%,-0.26%,平稳期
2018-01-29,9450.0,9600.0,9525.0,5.83%,0.26%,平稳期
2018-01-30,9400.0,9550.0,9475.0,5.28%,-0.52%,平稳期
2018-01-31,9400.0,9550.0,9475.0,5.28%,0.00%,平稳期
2018-02-01,9350.0,9500.0,9425.0,4.72%,-0.53%,平稳期
2018-02-02,9350.0,9500.0,9425.0,4.72%,0.00%,平稳期
2018-02-05,9300.0,9400.0,9350.0,1.63%,-0.80%,平稳期
2018-02-06,9300.0,9350.0,9325.0,2.47%,-0.27%,平稳期
2018-02-07,9250.0,9350.0,9300.0,2.20%,-0.27%,平稳期
2018-02-08,9150.0,9250.0,9200.0,1.66%,-1.08%,平稳期
2018-02-09,9150.0,9250.0,9200.0,2.22%,0.00%,平稳期
2018-02-11,9150.0,9250.0,9200.0,2.22%,0.00%,平稳期
2018-02-12,9150.0,9250.0,9200.0,2.22%,0.00%,平稳期
2018-02-13,9150.0,9250.0,9200.0,0.55%,0.00%,平稳期
2018-02-14,9150.0,9250.0,9200.0,0.55%,0.00%,平稳期
2018-02-22,9100.0,9250.0,9175.0,4.86%,-0.27%,平稳期
2018-02-23,9050.0,9200.0,9125.0,5.49%,-0.54%,上涨期
2018-02-24,9100.0,9150.0,9125.0,6.10%,0.00%,上涨期
2018-02-26,9050.0,9150.0,9100.0,5.81%,-0.27%,上涨期
2018-02-27,9050.0,9150.0,9100.0,5.20%,0.00%,上涨期
2018-02-28,9000.0,9100.0,9050.0,5.23%,-0.55%,上涨期
2018-03-01,9000.0,9100.0,9050.0,5.85%,0.00%,上涨期
2018-03-02,9050.0,9250.0,9150.0,7.65%,1.10%,上涨期
2018-03-05,9000.0,9200.0,9100.0,6.81%,-0.55%,上涨期
2018-03-06,9000.0,9200.0,9100.0,5.81%,0.00%,上涨期
2018-03-07,8950.0,9150.0,9050.0,5.23%,-0.55%,上涨期
2018-03-08,8900.0,9050.0,8975.0,7.49%,-0.83%,上涨期
2018-03-09,8900.0,9050.0,8975.0,8.79%,0.00%,上涨期
2018-03-12,8750.0,8900.0,8825.0,7.62%,-1.67%,上涨期
2018-03-13,8750.0,8900.0,8825.0,9.63%,0.00%,上涨期
2018-03-14,8750.0,8900.0,8825.0,7.62%,0.00%,上涨期
2018-03-15,8750.0,8900.0,8825.0,7.62%,0.00%,上涨期
2018-03-16,8750.0,8900.0,8825.0,6.97%,0.00%,上涨期
2018-03-19,8600.0,8700.0,8650.0,3.59%,-1.98%,上涨期
2018-03-20,8500.0,8700.0,8600.0,4.24%,-0.58%,上涨期
2018-03-21,8550.0,8800.0,8675.0,5.79%,0.87%,上涨期
2018-03-22,8630.0,8800.0,8715.0,7.59%,0.46%,上涨期
2018-03-23,8450.0,8700.0,8575.0,5.21%,-1.61%,上涨期
2018-03-26,8430.0,8650.0,8540.0,4.79%,-0.41%,平稳期
2018-03-27,8430.0,8600.0,8515.0,6.44%,-0.29%,平稳期
2018-03-28,8450.0,8700.0,8575.0,7.19%,0.70%,平稳期
2018-03-29,8500.0,8700.0,8600.0,6.17%,0.29%,平稳期
2018-03-30,8600.0,8750.0,8675.0,6.44%,0.87%,平稳期
2018-04-02,8650.0,8750.0,8700.0,7.41%,0.29%,平稳期
2018-04-03,8650.0,8750.0,8700.0,7.41%,0.00%,平稳期
2018-04-04,8700.0,8850.0,8775.0,8.33%,0.86%,平稳期
2018-04-08,8700.0,8850.0,8775.0,7.01%,0.00%,平稳期
2018-04-09,8800.0,9000.0,8900.0,8.54%,1.42%,下跌期
2018-04-10,8850.0,9000.0,8925.0,8.84%,0.28%,下跌期
2018-04-11,8900.0,9050.0,8975.0,10.12%,0.56%,下跌期
2018-04-12,8850.0,9000.0,8925.0,9.51%,-0.56%,下跌期
2018-04-13,8850.0,9050.0,8950.0,10.49%,0.28%,下跌期
2018-04-16,8850.0,9050.0,8950.0,10.49%,0.00%,下跌期
2018-04-17,8800.0,8950.0,8875.0,10.25%,-0.84%,下跌期
2018-04-18,8800.0,8950.0,8875.0,10.94%,0.00%,下跌期
2018-04-19,8800.0,8950.0,8875.0,12.34%,0.00%,下跌期
2018-04-20,8800.0,8950.0,8875.0,12.34%,0.00%,下跌期
2018-04-23,8750.0,8900.0,8825.0,12.42%,-0.56%,下跌期
2018-04-24,8750.0,8900.0,8825.0,12.42%,0.00%,下跌期
2018-04-25,8800.0,8900.0,8850.0,13.10%,0.28%,下跌期
2018-04-26,8850.0,8950.0,8900.0,13.81%,0.56%,下跌期
2018-04-27,8850.0,9000.0,8925.0,13.69%,0.28%,下跌期
2018-04-28,8850.0,9000.0,8925.0,12.26%,0.00%,下跌期
2018-05-02,9050.0,9150.0,9100.0,14.47%,1.96%,平稳期
2018-05-03,9070.0,9150.0,9110.0,15.32%,0.11%,平稳期
2018-05-04,9100.0,9250.0,9175.0,17.63%,0.71%,平稳期
2018-05-07,9150.0,9250.0,9200.0,19.48%,0.27%,平稳期
2018-05-08,9150.0,9250.0,9200.0,19.48%,0.00%,平稳期
2018-05-09,9150.0,9250.0,9200.0,20.26%,0.00%,平稳期
2018-05-10,9150.0,9300.0,9225.0,21.38%,0.27%,平稳期
2018-05-11,9150.0,9300.0,9225.0,22.19%,0.00%,平稳期
2018-05-14,9200.0,9300.0,9250.0,21.71%,0.27%,平稳期
2018-05-15,9200.0,9300.0,9250.0,21.71%,0.00%,平稳期
2018-05-16,9150.0,9250.0,9200.0,21.05%,-0.54%,平稳期
2018-05-17,9150.0,9250.0,9200.0,18.71%,0.00%,上涨期
2018-05-18,9150.0,9250.0,9200.0,19.48%,0.00%,上涨期
2018-05-21,9200.0,9350.0,9275.0,16.67%,0.82%,上涨期
2018-05-22,9200.0,9350.0,9275.0,15.22%,0.00%,上涨期
2018-05-23,9200.0,9350.0,9275.0,14.51%,0.00%,上涨期
2018-05-24,9200.0,9350.0,9275.0,14.51%,0.00%,上涨期
2018-05-25,9200.0,9350.0,9275.0,14.51%,0.00%,上涨期
2018-05-28,9200.0,9350.0,9275.0,15.94%,0.00%,上涨期
2018-05-29,9200.0,9350.0,9275.0,15.94%,0.00%,上涨期
2018-05-30,9200.0,9350.0,9275.0,15.94%,0.00%,上涨期
2018-05-31,9200.0,9350.0,9275.0,15.94%,0.00%,上涨期
2018-06-01,9150.0,9250.0,9200.0,16.46%,-0.81%,上涨期
2018-06-04,9200.0,9280.0,9240.0,17.71%,0.43%,上涨期
2018-06-05,9170.0,9280.0,9225.0,19.03%,-0.16%,上涨期
2018-06-06,9200.0,9350.0,9275.0,20.45%,0.54%,上涨期
2018-06-07,9150.0,9300.0,9225.0,19.03%,-0.54%,上涨期
2018-06-08,9200.0,9300.0,9250.0,20.13%,0.27%,上涨期
2018-06-11,9200.0,9300.0,9250.0,19.35%,0.00%,上涨期
2018-06-12,9300.0,9400.0,9350.0,19.11%,1.08%,上涨期
2018-06-13,9270.0,9380.0,9325.0,18.04%,-0.27%,上涨期
2018-06-14,9270.0,9380.0,9325.0,20.32%,0.00%,上涨期
2018-06-15,9150.0,9300.0,9225.0,19.03%,-1.07%,上涨期
2018-06-19,9120.0,9250.0,9185.0,17.76%,-0.43%,上涨期
2018-06-20,9050.0,9250.0,9150.0,18.06%,-0.38%,上涨期
2018-06-21,9050.0,9200.0,9125.0,18.51%,-0.27%,上涨期
2018-06-22,9000.0,9150.0,9075.0,18.63%,-0.55%,上涨期
2018-06-25,8950.0,9080.0,9015.0,17.08%,-0.66%,上涨期
2018-06-26,8980.0,9100.0,9040.0,16.65%,0.28%,上涨期
2018-06-27,9050.0,9100.0,9075.0,17.10%,0.39%,上涨期
2018-06-28,9050.0,9150.0,9100.0,17.42%,0.28%,上涨期
2018-06-29,9100.0,9220.0,9160.0,17.44%,0.66%,上涨期
2018-07-02,9200.0,9250.0,9225.0,17.52%,0.71%,上涨期
2018-07-03,9200.0,9270.0,9235.0,16.90%,0.11%,上涨期
2018-07-04,9200.0,9270.0,9235.0,17.64%,0.00%,上涨期
2018-07-05,9170.0,9270.0,9220.0,16.71%,-0.16%,上涨期
2018-07-06,9080.0,9150.0,9115.0,15.38%,-1.14%,上涨期
2018-07-09,9080.0,9250.0,9165.0,15.28%,0.55%,上涨期
2018-07-10,9150.0,9300.0,9225.0,15.31%,0.65%,上涨期
2018-07-11,9180.0,9300.0,9240.0,15.50%,0.16%,上涨期
2018-07-12,9200.0,9300.0,9250.0,14.20%,0.11%,上涨期
2018-07-13,9200.0,9350.0,9275.0,15.94%,0.27%,上涨期
2018-07-16,9280.0,9400.0,9340.0,16.02%,0.70%,上涨期
2018-07-17,9270.0,9350.0,9310.0,14.94%,-0.32%,上涨期
2018-07-18,9270.0,9350.0,9310.0,14.94%,0.00%,上涨期
2018-07-19,9270.0,9400.0,9335.0,14.54%,0.27%,上涨期
2018-07-20,9270.0,9400.0,9335.0,13.15%,0.00%,上涨期
2018-07-23,9330.0,9400.0,9365.0,12.16%,0.32%,上涨期
2018-07-24,9400.0,9500.0,9450.0,12.50%,0.91%,上涨期
2018-07-25,9450.0,9550.0,9500.0,13.10%,0.53%,上涨期
2018-07-26,9400.0,9500.0,9450.0,12.23%,-0.53%,上涨期
2018-07-27,9400.0,9500.0,9450.0,13.17%,0.00%,上涨期
2018-07-30,9500.0,9650.0,9575.0,16.77%,1.32%,上涨期
2018-07-31,9500.0,9650.0,9575.0,17.48%,0.00%,上涨期
2018-08-01,9550.0,9650.0,9600.0,15.66%,0.26%,上涨期
2018-08-02,9600.0,9650.0,9625.0,15.96%,0.26%,上涨期
2018-08-03,9800.0,9900.0,9850.0,18.67%,2.34%,上涨期
2018-08-06,9950.0,10050.0,10000.0,19.05%,1.52%,上涨期
2018-08-07,10050.0,10200.0,10125.0,21.99%,1.25%,上涨期
2018-08-08,10050.0,10200.0,10125.0,21.26%,0.00%,上涨期
2018-08-09,10050.0,10150.0,10100.0,19.24%,-0.25%,上涨期
2018-08-10,10050.0,10150.0,10100.0,18.82%,0.00%,上涨期
2018-08-13,9980.0,10100.0,10040.0,18.12%,-0.59%,上涨期
2018-08-14,10100.0,10200.0,10150.0,20.83%,1.10%,上涨期
2018-08-15,10080.0,10200.0,10140.0,21.44%,-0.10%,上涨期
2018-08-16,10020.0,10150.0,10085.0,20.78%,-0.54%,上涨期
2018-08-17,9950.0,10100.0,10025.0,17.94%,-0.59%,上涨期
2018-08-20,9900.0,10050.0,9975.0,16.67%,-0.50%,上涨期
2018-08-21,9900.0,10050.0,9975.0,14.66%,0.00%,上涨期
2018-08-22,9900.0,10150.0,10025.0,15.90%,0.50%,上涨期
2018-08-23,9900.0,10100.0,10000.0,13.64%,-0.25%,上涨期
2018-08-24,9750.0,9950.0,9850.0,11.30%,-1.50%,上涨期
2018-08-27,9700.0,9950.0,9825.0,10.39%,-0.25%,上涨期
2018-08-28,9750.0,9950.0,9850.0,11.30%,0.25%,上涨期
2018-08-29,9800.0,9950.0,9875.0,10.34%,0.25%,平稳期
2018-08-30,9750.0,9900.0,9825.0,9.17%,-0.51%,平稳期
2018-08-31,9780.0,9900.0,9840.0,8.73%,0.15%,平稳期
2018-09-03,9780.0,9900.0,9840.0,8.13%,0.00%,平稳期
2018-09-04,9750.0,9900.0,9825.0,3.42%,-0.15%,平稳期
2018-09-05,9750.0,9900.0,9825.0,3.97%,0.00%,平稳期
2018-09-06,9800.0,9850.0,9825.0,4.52%,0.00%,平稳期
2018-09-07,9870.0,9950.0,9910.0,6.56%,0.87%,平稳期
2018-09-10,9950.0,10050.0,10000.0,9.29%,0.91%,平稳期
2018-09-11,9950.0,10050.0,10000.0,9.89%,0.00%,平稳期
2018-09-12,9900.0,10000.0,9950.0,8.74%,-0.50%,平稳期
2018-09-13,9900.0,10000.0,9950.0,9.34%,0.00%,平稳期
2018-09-14,9950.0,10050.0,10000.0,11.11%,0.50%,平稳期
2018-09-17,10120.0,10250.0,10185.0,14.44%,1.85%,平稳期
2018-09-18,10200.0,10300.0,10250.0,16.48%,0.64%,平稳期
2018-09-19,10300.0,10400.0,10350.0,17.61%,0.98%,上涨期
2018-09-20,10500.0,10600.0,10550.0,19.89%,1.93%,上涨期
2018-09-21,10400.0,10550.0,10475.0,19.71%,-0.71%,上涨期
2018-09-25,10450.0,10550.0,10500.0,21.39%,0.24%,上涨期
2018-09-26,10450.0,10550.0,10500.0,19.32%,0.00%,平稳期
2018-09-27,10450.0,10600.0,10525.0,18.93%,0.24%,平稳期
2018-09-28,10550.0,10650.0,10600.0,23.26%,0.71%,平稳期
2018-09-29,10550.0,10650.0,10600.0,20.45%,0.00%,平稳期
2018-09-30,10600.0,10650.0,10625.0,20.74%,0.24%,平稳期
2018-10-08,10750.0,10900.0,10825.0,23.01%,1.88%,平稳期
2018-10-09,10950.0,11100.0,11025.0,25.28%,1.85%,平稳期
2018-10-10,11000.0,11150.0,11075.0,25.14%,0.45%,平稳期
2018-10-11,11000.0,11150.0,11075.0,25.85%,0.00%,平稳期
2018-10-12,11000.0,11150.0,11075.0,27.30%,0.00%,下跌期
2018-10-15,11000.0,11100.0,11050.0,25.57%,-0.23%,下跌期
2018-10-16,10950.0,11050.0,11000.0,22.91%,-0.45%,下跌期
2018-10-17,10900.0,11100.0,11000.0,22.22%,0.00%,下跌期
2018-10-18,10900.0,11050.0,10975.0,21.27%,-0.23%,下跌期
2018-10-19,10900.0,11000.0,10950.0,23.03%,-0.23%,下跌期
2018-10-22,10850.0,10950.0,10900.0,21.79%,-0.46%,下跌期
2018-10-23,10800.0,10900.0,10850.0,19.89%,-0.46%,下跌期
2018-10-24,10700.0,10800.0,10750.0,18.13%,-0.92%,下跌期
2018-10-25,10650.0,10700.0,10675.0,17.96%,-0.70%,下跌期
2018-10-26,10600.0,10700.0,10650.0,18.33%,-0.23%,下跌期
2018-10-29,10500.0,10600.0,10550.0,17.22%,-0.94%,下跌期
2018-10-30,10400.0,10550.0,10475.0,17.04%,-0.71%,下跌期
2018-10-31,10350.0,10450.0,10400.0,16.20%,-0.72%,下跌期
2018-11-01,10350.0,10500.0,10425.0,17.13%,0.24%,下跌期
2018-11-02,10300.0,10500.0,10400.0,17.51%,-0.24%,下跌期
2018-11-05,10350.0,10500.0,10425.0,17.13%,0.24%,下跌期
2018-11-06,10350.0,10500.0,10425.0,16.48%,0.00%,下跌期
2018-11-07,10300.0,10500.0,10400.0,14.92%,-0.24%,下跌期
2018-11-08,10350.0,10500.0,10425.0,14.56%,0.24%,下跌期
2018-11-09,10300.0,10400.0,10350.0,12.50%,-0.72%,下跌期
2018-11-12,10250.0,10400.0,10325.0,14.09%,-0.24%,下跌期
2018-11-13,10100.0,10300.0,10200.0,12.71%,-1.21%,下跌期
2018-11-14,9900.0,10100.0,10000.0,10.50%,-1.96%,下跌期
2018-11-15,9900.0,10100.0,10000.0,12.36%,0.00%,下跌期
2018-11-16,9900.0,10000.0,9950.0,12.43%,-0.50%,下跌期
2018-11-19,9900.0,9950.0,9925.0,12.78%,-0.25%,下跌期
2018-11-20,9800.0,9950.0,9875.0,10.34%,-0.50%,下跌期
2018-11-21,9400.0,9550.0,9475.0,4.12%,-4.05%,下跌期
2018-11-22,9400.0,9500.0,9450.0,3.28%,-0.26%,下跌期
2018-11-23,9200.0,9350.0,9275.0,1.37%,-1.85%,下跌期
2018-11-26,8850.0,8950.0,8900.0,-2.73%,-4.04%,下跌期
2018-11-27,8800.0,8950.0,8875.0,-3.01%,-0.28%,下跌期
2018-11-28,8850.0,9000.0,8925.0,-0.83%,0.56%,下跌期
2018-11-29,8950.0,9100.0,9025.0,0.00%,1.12%,下跌期
2018-11-30,8950.0,9100.0,9025.0,0.28%,0.00%,下跌期
2018-12-03,8950.0,9250.0,9100.0,0.00%,0.83%,下跌期
2018-12-04,9300.0,9500.0,9400.0,2.73%,3.30%,下跌期
2018-12-05,9500.0,9600.0,9550.0,3.80%,1.60%,下跌期
2018-12-06,9600.0,9750.0,9675.0,5.74%,1.31%,下跌期
2018-12-07,9500.0,9650.0,9575.0,5.80%,-1.03%,下跌期
2018-12-10,9450.0,9600.0,9525.0,4.67%,-0.52%,下跌期
2018-12-11,9300.0,9450.0,9375.0,2.46%,-1.57%,下跌期
2018-12-12,9150.0,9250.0,9200.0,0.55%,-1.87%,下跌期
2018-12-13,9100.0,9200.0,9150.0,0.55%,-0.54%,下跌期
2018-12-14,9100.0,9200.0,9150.0,0.00%,0.00%,下跌期
2018-12-17,9200.0,9350.0,9275.0,1.92%,1.37%,下跌期
2018-12-18,9200.0,9350.0,9275.0,2.20%,0.00%,下跌期
2018-12-19,9200.0,9350.0,9275.0,1.53%,0.00%,下跌期
2018-12-20,9200.0,9350.0,9275.0,1.09%,0.00%,下跌期
2018-12-21,9100.0,9250.0,9175.0,0.00%,-1.08%,下跌期
2018-12-24,9000.0,9150.0,9075.0,-0.55%,-1.09%,下跌期
2018-12-25,8950.0,9100.0,9025.0,-1.63%,-0.55%,下跌期
2018-12-26,8950.0,9100.0,9025.0,-1.90%,0.00%,下跌期
2018-12-27,8950.0,9150.0,9050.0,-1.36%,0.28%,下跌期
2018-12-28,9050.0,9150.0,9100.0,-0.55%,0.55%,下跌期
2018-12-29,9100.0,9200.0,9150.0,-0.54%,0.55%,下跌期
2019-01-02,9050.0,9200.0,9125.0,-2.41%,-0.27%,下跌期
2019-01-03,9050.0,9150.0,9100.0,-2.67%,-0.27%,下跌期
2019-01-04,9000.0,9100.0,9050.0,-3.21%,-0.55%,下跌期
2019-01-07,9150.0,9250.0,9200.0,-1.60%,1.66%,下跌期
2019-01-08,9150.0,9250.0,9200.0,-1.87%,0.00%,下跌期
2019-01-09,9200.0,9300.0,9250.0,-1.86%,0.54%,下跌期
2019-01-10,9200.0,9300.0,9250.0,-2.37%,0.00%,下跌期
2019-01-11,9200.0,9300.0,9250.0,-2.89%,0.00%,下跌期
2019-01-14,9200.0,9300.0,9250.0,-3.14%,0.00%,下跌期
2019-01-15,9150.0,9250.0,9200.0,-4.17%,-0.54%,下跌期
2019-01-16,9150.0,9250.0,9200.0,-3.41%,0.00%,下跌期
2019-01-17,9150.0,9250.0,9200.0,-2.65%,0.00%,下跌期
2019-01-18,9150.0,9250.0,9200.0,-2.39%,0.00%,下跌期
2019-01-21,9150.0,9250.0,9200.0,-2.39%,0.00%,下跌期
2019-01-22,9150.0,9250.0,9200.0,-2.90%,0.00%,下跌期
2019-01-23,9100.0,9200.0,9150.0,-3.43%,-0.54%,下跌期
2019-01-24,9100.0,9200.0,9150.0,-3.43%,0.00%,下跌期
2019-01-25,9100.0,9200.0,9150.0,-3.94%,0.00%,下跌期
2019-01-28,9000.0,9100.0,9050.0,-4.74%,-1.09%,下跌期
2019-01-29,8900.0,9050.0,8975.0,-5.77%,-0.83%,下跌期
2019-01-30,8900.0,9050.0,8975.0,-5.28%,0.00%,下跌期
2019-01-31,8900.0,9050.0,8975.0,-5.28%,0.00%,下跌期
2019-02-01,8900.0,9050.0,8975.0,-4.77%,0.00%,下跌期
2019-02-02,8900.0,9050.0,8975.0,-4.77%,0.00%,下跌期
2019-02-03,8900.0,9050.0,8975.0,-4.77%,0.00%,下跌期
2019-02-11,8950.0,9050.0,9000.0,-2.17%,0.28%,下跌期
2019-02-12,8850.0,8930.0,8890.0,-3.37%,-1.22%,下跌期
2019-02-13,8750.0,8850.0,8800.0,-4.35%,-1.01%,下跌期
2019-02-14,8700.0,8800.0,8750.0,-4.89%,-0.57%,下跌期
2019-02-15,8700.0,8800.0,8750.0,-4.89%,0.00%,下跌期
2019-02-18,8650.0,8750.0,8700.0,-5.43%,-0.57%,下跌期
2019-02-19,8650.0,8750.0,8700.0,-5.43%,0.00%,下跌期
2019-02-20,8800.0,8900.0,8850.0,-3.80%,1.72%,下跌期
2019-02-21,8850.0,8950.0,8900.0,-3.26%,0.56%,下跌期
2019-02-22,8830.0,8930.0,8880.0,-3.22%,-0.22%,下跌期
2019-02-25,8750.0,8800.0,8775.0,-3.84%,-1.18%,下跌期
2019-02-26,8730.0,8780.0,8755.0,-3.79%,-0.23%,下跌期
2019-02-27,8700.0,8780.0,8740.0,-3.96%,-0.17%,下跌期
2019-02-28,8650.0,8700.0,8675.0,-4.14%,-0.74%,下跌期
2019-03-01,8650.0,8700.0,8675.0,-4.14%,0.00%,下跌期
2019-03-04,8800.0,8900.0,8850.0,-3.28%,2.02%,下跌期
2019-03-05,8880.0,9000.0,8940.0,-1.76%,1.02%,下跌期
2019-03-06,8900.0,9000.0,8950.0,-1.65%,0.11%,下跌期
2019-03-07,8850.0,8950.0,8900.0,-1.66%,-0.56%,下跌期
2019-03-08,8750.0,8900.0,8825.0,-1.67%,-0.84%,下跌期
2019-03-11,8750.0,8850.0,8800.0,-1.95%,-0.28%,下跌期
2019-03-12,8830.0,8900.0,8865.0,0.45%,0.74%,下跌期
2019-03-13,8850.0,8900.0,8875.0,0.57%,0.11%,下跌期
2019-03-14,8850.0,8900.0,8875.0,0.57%,0.00%,下跌期
2019-03-15,8750.0,8900.0,8825.0,0.00%,-0.56%,下跌期
2019-03-18,8650.0,8750.0,8700.0,-1.42%,-1.42%,下跌期
2019-03-19,8650.0,8750.0,8700.0,0.58%,0.00%,下跌期
2019-03-20,8650.0,8750.0,8700.0,1.16%,0.00%,下跌期
2019-03-21,8750.0,8850.0,8800.0,1.44%,1.15%,下跌期
2019-03-22,8750.0,8850.0,8800.0,0.98%,0.00%,下跌期
2019-03-25,8750.0,8900.0,8825.0,2.92%,0.28%,下跌期
2019-03-26,8750.0,8900.0,8825.0,3.34%,0.00%,下跌期
2019-03-27,8750.0,8900.0,8825.0,3.64%,0.00%,下跌期
2019-03-28,8750.0,8900.0,8825.0,2.92%,0.00%,下跌期
2019-03-29,8750.0,8850.0,8800.0,2.33%,-0.28%,下跌期
2019-04-01,8750.0,8900.0,8825.0,1.73%,0.28%,下跌期
2019-04-02,8780.0,8900.0,8840.0,1.61%,0.17%,下跌期
2019-04-03,8850.0,8950.0,8900.0,2.30%,0.68%,下跌期
2019-04-04,8850.0,8950.0,8900.0,1.42%,0.00%,下跌期
2019-04-08,9000.0,9100.0,9050.0,3.13%,1.69%,下跌期
2019-04-09,8950.0,9050.0,9000.0,1.12%,-0.55%,下跌期
2019-04-10,8900.0,9050.0,8975.0,0.56%,-0.28%,下跌期
2019-04-11,8900.0,9050.0,8975.0,0.00%,0.00%,下跌期
2019-04-12,8900.0,9050.0,8975.0,0.56%,0.00%,下跌期
2019-04-15,8900.0,9050.0,8975.0,0.28%,0.00%,下跌期
2019-04-16,8900.0,9050.0,8975.0,0.28%,0.00%,下跌期
2019-04-17,8900.0,9050.0,8975.0,1.13%,0.00%,下跌期
2019-04-18,8850.0,8950.0,8900.0,0.28%,-0.84%,下跌期
2019-04-19,8800.0,8900.0,8850.0,-0.28%,-0.56%,下跌期
2019-04-22,8800.0,8900.0,8850.0,-0.28%,0.00%,下跌期
2019-04-23,8800.0,8900.0,8850.0,0.28%,0.00%,下跌期
2019-04-24,8800.0,8900.0,8850.0,0.28%,0.00%,下跌期
2019-04-25,8750.0,8850.0,8800.0,-0.56%,-0.56%,下跌期
2019-04-26,8750.0,8850.0,8800.0,-1.12%,0.00%,下跌期
2019-04-28,8750.0,8850.0,8800.0,-1.40%,0.00%,下跌期
2019-04-29,8750.0,8850.0,8800.0,-1.40%,0.00%,下跌期
2019-04-30,8750.0,8850.0,8800.0,-1.40%,0.00%,下跌期
2019-05-05,8750.0,8850.0,8800.0,-4.09%,0.00%,下跌期
2019-05-06,8750.0,8850.0,8800.0,-4.09%,0.00%,下跌期
